ITEM_ID,USER_ID,EVENT_TYPE,TIMESTAMP,DISCOUNT,ITEM_CATEGORY_L2,ITEM_CATEGORY_L1,ITEM_PRICE,ITEM_PRODUCT_NAME,ITEM_PRODUCT_DESCRIPTION,Contact ID,OCCURREDAT,Product ID,Deal Name,Deal Pipeline,Deal Stage,Quantity,Deal Amount
ece250d1-7d4d-403b-8941-b90441f42705,319,AddToCart,1701467908,Yes,jacket,apparel,108,Slate Gray Hip Jacket,Our stylish women's hip-length jacket blends soft cotton and warmth for a relaxed yet put-together casual look. The flattering dark slate gray pairs perfectly with any outfit.,13610,12/1/23,2684080434,Slate Gray Hip Jacket Cart,eCommerce,Checkout Pending,1,108
c778bc2b-67c4-45d3-ba2d-3d91f7744f15,4329,AddToCart,1701468036,No,dressers,furniture,191,Rustic One-Drawer Hardwood Dresser,"Expertly crafted with quality hardwood and a smooth gliding drawer, this rosy-brown dresser from Furniture Co. adds warmth and elegance to your bedroom. The spacious drawer provides ample storage for clothes and accessories.",14248,12/1/23,2684212103,Rustic One-Drawer Hardwood Dresser Cart,eCommerce,Checkout Pending,1,191
0790267c-c708-424d-81f5-46903a9c8444,5284,AddToCart,1701468180,Yes,pizza,food service,3,Savory Slice of Comfort,"Experience perfect comfort food with this savory slice of hand-tossed crust topped with tangy tomato sauce, melted mozzarella and smoky pepperoni. Satisfy your craving for a classic Italian-style pizza loaded with timeless flavors.",17972,12/1/23,2683901473,Savory Slice of Comfort Cart,eCommerce,Checkout Pending,1,3
b55e794f-1137-4de2-bcea-806041e080e6,4051,AddToCart,1701468317,No,travel,books,11,Discover China Travel Guide,"Discover China's ancient wonders and modern marvels with this comprehensive travel guide. Expert insights on top destinations, culture, history, cuisine, and more help you plan an unforgettable trip.",14765,12/1/23,2684224515,Discover China Travel Guide Cart,eCommerce,Checkout Pending,1,11
dd6fdb3f-f567-45c9-ad4a-f36fcd56ad22,2957,AddToCart,1701468460,Yes,meat,groceries,14,Tender Grass-Fed Beef Steaks,"Our premium grass-fed beef offers exceptionally tender, flavorful cuts from local farms dedicated to sustainability and animal welfare. This nutritious choice brings the highest quality beef from farm to table for an unparalleled culinary experience.",16506,12/1/23,2684220518,Tender Grass-Fed Beef Steaks Cart,eCommerce,Checkout Pending,1,14
c1c8a6c7-9714-4015-9944-ecedbd066dac,2692,AddToCart,1701468593,Yes,clock,homedecor,129,Stylish Clock Wakes You Gently,"The perfect bedside companion, this contemporary alarm clock features customizable alarms to suit your schedule, adjustable snooze, easy-to-read display, and sleek styling to complement any decor. Reliably keeps you on time every morning.",11445,12/1/23,2684205189,Stylish Clock Wakes You Gently Cart,eCommerce,Checkout Pending,1,129
23aa70ab-959f-4835-a114-c30ff5e4f974,1623,AddToCart,1701468729,No,headphones,electronics,114,Crisp Over-Ear Sound Isolators,Experience your music anew with these high-quality over-ear headphones. Their precision engineering delivers unmatched audio accuracy across a wide frequency range for exceptional clarity. Immerse yourself in pristine sound.,11896,12/1/23,2684077344,Crisp Over-Ear Sound Isolators Cart,eCommerce,Checkout Pending,1,114
bc9319be-3d58-4094-995e-4415bd2b0193,3533,AddToCart,1701468859,Yes,scarf,apparel,106,Stylish Scarf - Vibrant Flair,"The Voguish Scarf adds a stylish, vibrant flair to any outfit. This versatile fashion accessory features rich colors and patterns to complement both casual and formal attire.",10689,12/1/23,2684205172,Stylish Scarf - Vibrant Flair Cart,eCommerce,Checkout Pending,1,106
6f572e38-61df-4469-be05-b3ad2950a895,1240,AddToCart,1701469013,Yes,fruits,groceries,3,"Juicy, Zesty Lemons - Tart Sunshine!","These fresh, juicy lemons pack a tangy, tart punch of vitamin C. Their bright, sunny flavor uplifts both sweet and savory dishes.",10363,12/1/23,2684238771,"Juicy, Zesty Lemons - Tart Sunshine! Cart",eCommerce,Checkout Pending,1,3
680d3d4b-7248-4a96-9f5c-b6db41c9e763,4996,AddToCart,1701469140,No,chairs,furniture,143,Comfy Dark Gray Lounge Chair,Make your living room inviting with this contemporary dark gray armchair. Its plush cushions and high back provide comfort and support for lounging and relaxing.,16725,12/1/23,2684223378,Comfy Dark Gray Lounge Chair Cart,eCommerce,Checkout Pending,1,143
d5999799-b6c1-45cf-8d5a-eaa8406a5409,323,AddToCart,1701469285,Yes,backpack,accessories,121,Stylish Blue Backpack - Store in Style,"This stylish, durable blue backpack keeps your belongings organized with multiple storage compartments, padded straps for comfort, and sturdy fabric and zippers built to withstand daily use. The perfect accessory for students and professionals.",12453,12/1/23,2684210340,Stylish Blue Backpack - Store in Style Cart,eCommerce,Checkout Pending,1,121
060ed40f-91cb-4bd5-a0fc-36f7351d2221,1689,AddToCart,1701469417,Yes,fruits,groceries,4,Farm-Fresh Bananas Burst with Sweet Flavor,"Savor nature's perfect snack! Our ripe, farm-fresh bananas burst with creamy, sweet flavor. Potassium-packed and subtly sweet, these bright yellow treats add tropical goodness to smoothies, baked goods, or your morning cereal.",13669,12/1/23,2684041579,Farm-Fresh Bananas Burst with Sweet Flavor Cart,eCommerce,Checkout Pending,1,4
ded6d577-4fc3-44e1-9cde-d01d6d2f4c7c,2481,AddToCart,1701469552,No,tables,furniture,279,Sleek Beige Accent Table,"This sleek beige accent table adds modern style to any room. Crafted with care, its neutral tone blends seamlessly while the smooth finish and slender design provide the perfect display space.",11800,12/1/23,2684225165,Sleek Beige Accent Table Cart,eCommerce,Checkout Pending,1,279
6ec2a7e8-8b76-4187-b83d-9f9631639d76,2890,AddToCart,1701469692,Yes,earrings,jewelry,24,Stylish Cool Earrings,"Stylish and fashionable lightweight earrings featuring a contemporary chic design. These comfortable, durable women's earrings complement any outfit from casual daily wear to dressier occasions with their versatile modern styling and touch of elegance. The perfect accessory to pull your look together.",12145,12/1/23,2683901042,Stylish Cool Earrings Cart,eCommerce,Checkout Pending,1,24
b466c821-a8fb-492a-a789-5c7395824c38,2768,AddToCart,1701469840,No,decorative,homedecor,24,Woven Rattan Decor Basket,"This handwoven rattan basket adds natural flair to any room. Expertly crafted with an open weave design, it provides rustic style and versatile storage for remotes, produce or catchall needs.",15457,12/1/23,2684222561,Woven Rattan Decor Basket Cart,eCommerce,Checkout Pending,1,24
2df92bed-f0eb-4145-896c-7a144d1bf167,618,AddToCart,1701469961,No,cushion,homedecor,37,"Comfy Gray Cushions, Unique Stylish Decor","Elevate your home decor with the soft and stylish Gainsboro Cushion Set. This elegant gray cushion collection provides plush padding and tailored flair for sofas, beds, and more.",10912,12/1/23,2684209685,"Comfy Gray Cushions, Unique Stylish Decor Cart",eCommerce,Checkout Pending,1,37
b1eb4959-3cf7-4e0b-9473-24d0f900b0ab,4155,AddToCart,1701470113,No,fishing,outdoors,110,Expert Fishing Hooks for Avid Anglers,"Expertly engineered and crafted for unmatched quality, these innovative fishing hooks catch more fish and withstand heavy use. Sharp, sturdy, and specially designed for solid hook sets, Unequaled's hooks are the ultimate equipment for successful fishing enjoyment.",15007,12/1/23,2684228724,Expert Fishing Hooks for Avid Anglers Cart,eCommerce,Checkout Pending,1,110
e0eb7d76-8306-40c0-aba0-31c68161fddb,4069,AddToCart,1701470238,No,sofas,furniture,529,Cozy Rosy Sofa Invites Relaxation,Experience luxury and comfort with our beautifully crafted Rosy-Brown Tufted Sofa. Its plush cushions and timeless design create a sophisticated charm that will elevate any living room.,14961,12/1/23,2684210331,Cozy Rosy Sofa Invites Relaxation Cart,eCommerce,Checkout Pending,1,529
a6f43f84-a89a-446f-8adc-8b1a23a30a81,5649,AddToCart,1701470386,Yes,sandwiches/wraps,food service,4,Stuffed Grape Leaves - Exotic Mediterranean Bites,"Try our stuffed vine leaves for an exotic Mediterranean appetizer! Tender grape leaves stuffed with a savory rice filling offer a healthy, meatless option with an unexpected crunch and complex flavors.",16373,12/1/23,2684228148,Stuffed Grape Leaves - Exotic Mediterranean Bites Cart,eCommerce,Checkout Pending,1,4
f9a481fc-b635-416b-83da-ea944f206a6d,2398,AddToCart,1701470514,No,backpack,accessories,127,Adventurer's Durable Expedition Backpack,This durable black backpack has multiple compartments to organize your gear. Padded straps ensure comfort and a roomy interior fits laptops and more - the perfect accessory for adventurers on any expedition.,11738,12/1/23,2683912449,Adventurer's Durable Expedition Backpack Cart,eCommerce,Checkout Pending,1,127
6bd33faa-9715-4f07-8858-bd509954b0b1,4926,AddToCart,1701470652,Yes,christmas,seasonal,66,Festive Evergreen Christmas Wreath,"Ring in the holiday season with this festive Christmas wreath, handcrafted from fragrant evergreen boughs, pinecones, and red berries. This natural decoration infuses homes with nostalgic charm and magical scents of the Christmas season.",16168,12/1/23,2684224522,Festive Evergreen Christmas Wreath Cart,eCommerce,Checkout Pending,1,66
d94f2195-c77a-45f1-ad44-38131f3f875d,5219,AddToCart,1701470786,No,dressers,furniture,263,Sleek Gray Minimalist Dresser,"Captivate with this two-drawer Gainsboro dresser. Its minimalist style and smooth finishes lend an airy, sophisticated look to any bedroom. The neutral gray complements any decor.",15779,12/1/23,2684083502,Sleek Gray Minimalist Dresser Cart,eCommerce,Checkout Pending,1,263
c5b52a98-63db-4924-98d3-c05a319dd8ac,1519,AddToCart,1701470929,No,percussion,instruments,237,Sparkling Bronze Cymbal Sound,"This brilliant bronze cymbal produces a bright, complex sound with quick decay, perfect for accenting any musical performance. Its hand-hammered construction and thoughtful design create a versatile, musical voice to inspire creativity.",13227,12/1/23,2684082217,Sparkling Bronze Cymbal Sound Cart,eCommerce,Checkout Pending,1,237
d9c22fb1-8785-4aaa-bd26-81b0a917c01c,64,AddToCart,1701471070,Yes,pet,outdoors,32,Adventurous Comfort for Your Pup,"This innovative outdoor accessory kit provides your pup with comfort, entertainment, and security for adventures of all kinds. Thoughtfully designed with adjustable straps, multiple pockets, and durable weather-resistant materials, it caters to your dog's needs for the great outdoors in both form and function.",14456,12/1/23,2684226163,Adventurous Comfort for Your Pup Cart,eCommerce,Checkout Pending,1,32
e8720deb-c1f7-48c6-90b2-333b8c79c16a,990,AddToCart,1701471203,Yes,shirt,apparel,143,Vintage Denim Button-Up for Women,"Stylish, vintage-inspired baggy denim button-up shirt for women featuring a relaxed fit, classic collar, chest pockets, and long button cuffs. An effortlessly cool layering piece with retro flair.",13211,12/1/23,2684061766,Vintage Denim Button-Up for Women Cart,eCommerce,Checkout Pending,1,143
14825b03-ef30-4383-b92c-e8f022aee4cd,291,AddToCart,1701471343,Yes,bowls,housewares,32,Refined Bowl Elevates Every Meal,"Presenting the Refined Ceramic Serving Bowl, an elegant and durable accent for your table. Crafted from fine ceramic with a polished rim, this refined bowl elevates any meal whether enjoyed during a quiet dinner or festive gathering. Stylish, versatile serving piece for salads, sides, and more.",12760,12/1/23,2684222873,Refined Bowl Elevates Every Meal Cart,eCommerce,Checkout Pending,1,32
59b0aeff-c1cc-4d7c-b928-dec5457942e0,4354,AddToCart,1701471483,Yes,grooming,beauty,10,Cleaning Swabs for Precise Grooming,"Versatile cotton-tipped swabs for delicate cleaning and grooming. Use them to neatly and precisely apply cosmetics, clean ears, remove makeup, and more. A must-have hygiene tool for well-stocked bathrooms and medicine cabinets.",17235,12/1/23,2684225689,Cleaning Swabs for Precise Grooming Cart,eCommerce,Checkout Pending,1,10
f6275b6c-1a1c-4122-8fd0-048043f9c871,2450,AddToCart,1701471618,Yes,easter,seasonal,55,Hoppy Easter Candy Basket,"Celebrate spring's renewal with our festive Easter Treats Assortment. This delightful selection of classic candies like chocolate eggs, jelly beans, and marshmallow bunnies arrives in joyful packaging, perfect for filling Easter baskets. Indulge in sugary nostalgia this April!",11725,12/1/23,2684222567,Hoppy Easter Candy Basket Cart,eCommerce,Checkout Pending,1,55
e1d2ec50-2970-43be-aeb7-fc90779086b7,338,AddToCart,1701471753,Yes,bouquet,floral,103,Stunning Seasonal Wedding Bouquet,"Presenting our Wedding Bouquet of Seasonal Blooms - an artful arrangement of lush roses, peonies, and gardenias in romantic ivory and blush tones. This elegant bouquet is hand-crafted by our expert florists using the freshest seasonal blooms. A perfect centerpiece for your special day.",10820,12/1/23,2684209312,Stunning Seasonal Wedding Bouquet Cart,eCommerce,Checkout Pending,1,103
575c0ac0-5494-4c64-a886-a9c0cf8b779a,5309,AddToCart,1701471890,No,other cuisine,food service,4,Lentil Potato Carrot Dish,"Hearty lentil dish with protein-rich legumes, potatoes, carrots and savory spices. Satisfying vegetarian meal, nutritious and delicious.",16278,12/1/23,2684233050,Lentil Potato Carrot Dish Cart,eCommerce,Checkout Pending,1,4
2f182add-43fd-41f2-8899-d9e2fe507625,1674,AddToCart,1701472029,No,strings,instruments,264,Sleek Electric Guitar with Soulful Sound,This versatile electric guitar produces superior tone with crystalline highs and thundering lows. Its solid alder body and maple neck provide balanced resonance across genres. The dual humbuckers and 5-way switch enable a wide tonal palette.,11577,12/1/23,2684080426,Sleek Electric Guitar with Soulful Sound Cart,eCommerce,Checkout Pending,1,264
d85e36ba-bf6e-42e6-81a1-d8f555f6cf93,3755,AddToCart,1701472169,Yes,plant,floral,63,Vibrant Low-Maintenance Indoor Plant,"This drought-proof plant thrives with minimal care. Its lush green leaves brighten any space. Sustainably farmed and hassle-free, it's the perfect low-maintenance accent for your home or office.",10083,12/1/23,2684225186,Vibrant Low-Maintenance Indoor Plant Cart,eCommerce,Checkout Pending,1,63
b31c2063-c802-4ceb-a77a-0cab15cf99ee,1820,AddToCart,1701472311,No,belt,accessories,90,Stylish Brand Leather Belt,"Expertly crafted premium leather belt from Brand defines your silhouette. Sleek, modern styling with buckle closure creates a flattering, customizable fit for any outfit. An elegant wardrobe essential.",11920,12/1/23,2684229417,Stylish Brand Leather Belt Cart,eCommerce,Checkout Pending,1,90
68e865bc-3db7-4f5d-86e3-8e7a651cf0b7,1558,AddToCart,1701472440,Yes,kitchen,housewares,73,Quick-Boil Kettle with Safety Shutoff,This fast-boiling 1.7L kettle with safety auto shut-off allows you to quickly prepare hot beverages for the whole family. Its sleek stainless steel design seamlessly blends with any kitchen decor.,13572,12/1/23,2684070289,Quick-Boil Kettle with Safety Shutoff Cart,eCommerce,Checkout Pending,1,73
30b51c7c-3034-456e-b384-561fc625b4c7,76,AddToCart,1701472579,Yes,headphones,electronics,103,Crisp Audio Over-Ear Headphones,"Precise Over-Ear Headphones deliver unrivaled clarity and accuracy for an exceptional listening experience. Crisp, clear audio across all frequencies reveals nuances in your favorite tracks. Durable, lightweight design provides long-lasting, comfortable performance.",11762,12/1/23,2684070279,Crisp Audio Over-Ear Headphones Cart,eCommerce,Checkout Pending,1,103
21d122cd-450e-4bdd-9568-776cdfef438d,3498,AddToCart,1701472709,No,formal,footwear,10,Stylish Red Formal Shoes,"Crafted from premium materials, these timeless red formal shoes for women feature an elegant design perfect for special occasions. Pair with formalwear to add a vibrant pop of color.",16838,12/1/23,2684041582,Stylish Red Formal Shoes Cart,eCommerce,Checkout Pending,1,10
870ae91e-6869-4eef-82a9-52025bdf40c7,4393,AddToCart,1701472856,No,percussion,instruments,364,Resonant 5-Piece Drum Set,"This versatile 5-piece drum set with cymbals delivers rich, resonant tone for drummers of all levels. Its durable hardware and quality construction provide a reliable foundation for practice, performance, and recording.",10398,12/1/23,2684071497,Resonant 5-Piece Drum Set Cart,eCommerce,Checkout Pending,1,364
665c1282-d2e2-40b9-9905-189675663f49,3509,AddToCart,1701472987,No,easter,seasonal,58,Handcrafted Easter Egg Decor,"This beautifully handcrafted decorative egg features intricate designs and vibrant colors, perfect for adding a festive touch of charm to your Easter decor.",14760,12/1/23,2684222568,Handcrafted Easter Egg Decor Cart,eCommerce,Checkout Pending,1,58
d23b8ca9-cd3d-4e92-958c-922cfcd8fb29,4532,AddToCart,1701473136,No,handbag,accessories,100,Sleek Black Leather Handbag,This classic black leather handbag features elegant gold accents and ample storage to carry your daily essentials in timeless style. Sophisticated and versatile accessory complements any outfit.,14549,12/1/23,2684220944,Sleek Black Leather Handbag Cart,eCommerce,Checkout Pending,1,100
fbc3bec3-9271-42b5-8ca0-7f281f76e391,1915,AddToCart,1701473268,No,fishing,outdoors,62,Catch More Fish Foolproof Lure,"This versatile, uniquely weighted lure mimics baitfish and suspends perfectly to trigger savage strikes from bass, trout, pike and more. Its patented shape and treble hooks ensure solid hooksets for anglers of any skill level.",10571,12/1/23,2684084518,Catch More Fish Foolproof Lure Cart,eCommerce,Checkout Pending,1,62
884493c5-4885-46e7-b3c0-d19bdde024e6,4551,AddToCart,1701473411,No,vegetables,groceries,7,Tasty Orange Squash Veggie,"A versatile, nutritious vegetable, our vitamin-rich squash can be prepared in endless savory and sweet recipes. Enjoy its mildly sweet, smooth orange flesh roasted, sautéed, baked, or puréed into soups and breads.",17668,12/1/23,2684221979,Tasty Orange Squash Veggie Cart,eCommerce,Checkout Pending,1,7
55763c45-6051-4fff-ae04-495c0fafa8ff,2820,AddToCart,1701473537,No,bag,accessories,127,Stylish Leather Crossbody for Men,"Expertly crafted from fine leather, this versatile crossbody bag keeps you organized with handy compartments while lending sophisticated style to your look. Durable and timeless, it's the perfect accessory for work and travel.",11679,12/1/23,2684080432,Stylish Leather Crossbody for Men Cart,eCommerce,Checkout Pending,1,127
e1146e90-3274-4ad6-a6a2-0170f0f8d597,5440,AddToCart,1701473682,No,nuts/seeds,salty snacks,2,Crunchy Cali-Oriental Almond Blend,"Crunchy and aromatic almonds unite in this delicious blend of Californian and Oriental varieties. Perfectly roasted with a harmonious balance of nutty flavors and textures, these premium quality almonds deliver indulgent snacking enjoyment in every bite.",15370,12/1/23,2684204727,Crunchy Cali-Oriental Almond Blend Cart,eCommerce,Checkout Pending,1,2
25f47b5f-b4c7-4233-ad13-184da65d9bc8,344,AddToCart,1701473812,No,cable,electronics,6,Sturdy Connectivity Cable,"The Definitive Cable provides sturdy, shielded connectivity for electronics at home or on the go. Gold-plated connectors and braided shielding prevent interference for clear signal transmission. Durable PVC jacket protects flexible internal wiring. Definitive cabling meets demanding connectivity needs.",12656,12/1/23,2684210944,Sturdy Connectivity Cable Cart,eCommerce,Checkout Pending,1,6
5dcabfe7-c137-4884-a78f-15bd313ec491,3500,AddToCart,1701473960,No,tables,furniture,247,Sleek White Worktable Boosts Office,"The White Worktable for Office provides a clean, durable surface for office tasks and collaboration. Its spacious white tabletop complements any workspace.",16108,12/1/23,2684209326,Sleek White Worktable Boosts Office Cart,eCommerce,Checkout Pending,1,247
36ba2aec-a64e-4ac5-911d-a36cbbfa83bf,4067,AddToCart,1701474088,Yes,cushion,homedecor,179,Luxurious Cushions - Elevate Your Home,"Elevate your home with the Perfect Cushions - lush, indulgent cushions mold to your body for unparalleled comfort and superior support. Luxurious style meets unbelievable softness in these elegant yet timeless home decor accessories.",16307,12/1/23,2684214815,Luxurious Cushions - Elevate Your Home Cart,eCommerce,Checkout Pending,1,179
291d81c2-023b-40f0-8d06-ff3c8ccd1dfb,4674,AddToCart,1701474232,No,scarf,apparel,93,Vibrant Boho Scarf,"Introducing the Groovy Colorful Scarf, a stylish and versatile accessory featuring a lively pattern in vibrant hues. This soft, lightweight scarf adds a pop of color and flair to any outfit. Knot it elegantly or tie it casually for a chic, boho-inspired look.",14999,12/1/23,2684220947,Vibrant Boho Scarf Cart,eCommerce,Checkout Pending,1,93
2a0a5c7b-ca68-4abf-9798-18ffb706832b,4230,AddToCart,1701474369,No,sofas,furniture,415,Stylish Sienna Tufted Sofa,"The lavish Sienna tufted sofa elevates any room with its rich sienna colored upholstery, plush cushions, rolled arms, and tapered legs. Expertly crafted for comfort and built to last.",14542,12/1/23,2684225700,Stylish Sienna Tufted Sofa Cart,eCommerce,Checkout Pending,1,415
2c2f6c71-7b07-4529-9864-e28a1404ee6f,2647,AddToCart,1701474511,No,microphone,instruments,294,"Clear, Accurate Audio","Capture studio-quality sound with the Superior Studio Microphone. This top-tier mic delivers clear, accurate audio for vocals, instruments, and broadcasting. Its sturdy build and innovative engineering provide distortion-free reproduction across the frequency spectrum. The authoritative choice for serious musicians and producers.",13691,12/1/23,2684219820,"Clear, Accurate Audio Cart",eCommerce,Checkout Pending,1,294
d090af37-2c9d-4779-9baf-2944eb436f14,4497,AddToCart,1701474638,No,plier,tools,12,Sturdy Pliers for Any Job,"This durable [BRAND] plier handles tough jobs with precision-machined jaws, slip-resistant grip, and built-in wire cutter. Sturdy steel construction ensures strength and longevity. Essential for any toolbox.",15869,12/1/23,2684219823,Sturdy Pliers for Any Job Cart,eCommerce,Checkout Pending,1,12
6e6c3d03-f39a-4532-a876-e0c6973d8a27,3512,AddToCart,1701474784,No,keys,instruments,232,Sleek Weighted 88-Key Piano Keyboard,"Experience authentic piano playing with this full-sized, 88-key weighted keyboard. The versatile sound bank and built-in tools empower musicians to practice, compose, and perform.",10373,12/1/23,2684224440,Sleek Weighted 88-Key Piano Keyboard Cart,eCommerce,Checkout Pending,1,232
76fa669b-1611-4f31-8377-55c3e701ced4,3147,AddToCart,1701474922,No,wind,instruments,96,"Vibrant Tenor Saxophone, Expressive Tones","This rich-toned tenor saxophone produces a broad range of expressive jazz, rock, and classical tones. Its ergonomic design provides comfort during lengthy practices and performances.",10049,12/1/23,2684075349,"Vibrant Tenor Saxophone, Expressive Tones Cart",eCommerce,Checkout Pending,1,96
6d9480ff-36c6-4ece-a685-f7b55958b57b,1940,AddToCart,1701475062,No,dressers,furniture,209,Stylish Gray Wood Dresser,This stylish solid wood dresser provides ample storage with its many smooth-gliding drawers. Its timeless gray design and quality craftsmanship make it a versatile and sophisticated addition to any bedroom.,12487,12/1/23,2684080448,Stylish Gray Wood Dresser Cart,eCommerce,Checkout Pending,1,209
75f06592-a0a2-4dc5-acfb-76b275dae3aa,2516,AddToCart,1701475185,Yes,kayaking,outdoors,320,Sleek Solo Kayak for Lakes and Rivers,"Glide effortlessly across lakes and rivers in this nimble, lightweight solo kayak. Its sleek shape provides speed and tracking, while the padded seat and ample storage make for a comfortable adventure.",13632,12/1/23,2684216659,Sleek Solo Kayak for Lakes and Rivers Cart,eCommerce,Checkout Pending,1,320
27fe9aad-51d5-4be2-99a5-24c45caf4b55,341,AddToCart,1701475333,Yes,speaker,electronics,67,Sleek Real Wood Speakers for Immersive Sound,"Experience pure, immersive audio with these real wood speakers. Their precise engineering and premium components deliver stunning high fidelity sound across the full frequency range.",11115,12/2/23,2684230929,Sleek Real Wood Speakers for Immersive Sound Cart,eCommerce,Checkout Pending,1,67
3fb35e00-d584-4d1c-a8de-eb7af9ca9efb,2254,AddToCart,1701475466,Yes,wreath,floral,111,Autumn Bounty Wreath,"Celebrate the bounty of autumn with this rustic handcrafted wreath of sustainably grown flowers, foliage, pumpkins, and berries in rich harvest hues. A beautiful welcoming statement for your home.",14220,12/2/23,2684074770,Autumn Bounty Wreath Cart,eCommerce,Checkout Pending,1,111
7d3e7f5b-8ac8-49a9-a960-8a24773a8280,4800,AddToCart,1701475605,No,backpack,accessories,134,Sleek Saddle Leather Backpack,"This saddle brown leather backpack from our new fall collection is a sleek and spacious accessory for women. Crafted from rich leather with brass accents, it keeps daily essentials organized while complementing any outfit.",17325,12/2/23,2684061771,Sleek Saddle Leather Backpack Cart,eCommerce,Checkout Pending,1,134
d2c48852-0c49-457c-bbf1-89de447ef4bb,1581,AddToCart,1701475744,No,kayaking,outdoors,20,"Paddle Faster, Longer with Sturdy Kayak","Expertly crafted sturdy aluminum shaft and polypropylene blades make our kayak paddle perfect for smooth, effortless paddling. The ergonomic grip and lightweight design reduce fatigue for all-day kayaking adventures.",13021,12/2/23,2684209676,"Paddle Faster, Longer with Sturdy Kayak Cart",eCommerce,Checkout Pending,1,20
