ITEM_ID,PRICE,CATEGORY_L1,CATEGORY_L2,PRODUCT_NAME,PRODUCT_DESCRIPTION,GENDER,PROMOTED
1a3fa9d4-e320-4873-be58-f3f6af5f99f4,136,accessories,backpack,Rustic Leather Backpack for Her,"Presenting the Rust Leather Backpack - a chic, durable leather backpack for women with multiple pockets for optimal organization. Crafted with soft yet stain-resistant leather, this timeless design transitions effortlessly from work to weekend.",F,True
da1f2a8f-5372-4102-b357-9e40900ebb08,149,accessories,backpack,Stylish Red Backpack,"This stylish red backpack for women effortlessly combines fashion and function. Its spacious interior and multiple pockets keep you organized, while the sleek design and rich color complement any outfit. The perfect accessory for the on-the-go woman.",F,True
0c47dade-1ec0-483a-9ab4-1b87604bdaf8,107,accessories,backpack,Stylish Pink Backpack for Women,"This stylish pink backpack adds feminine flair to any outfit with its durable fabric, spacious interior, front zipper pocket, padded straps for comfy wear, and chic color - the perfect accessory for work, school, travel, or everyday.",F,True
f995ec8d-237c-4513-8bfa-9aee210f097c,123,accessories,backpack,Stylish Olive Backpack,"Stylish and versatile olive green backpack keeps you organized with plenty of pockets. Durable and roomy, this fashionable hands-free bag adds a rich pop of color to your fall wardrobe.",F,
41ab23ce-b417-46b2-a52a-bf7030f93161,121,accessories,backpack,Sleek Gainsboro Laptop Backpack,"This chic and lightweight gainsboro backpack keeps your essentials organized with ample storage for laptops, books, and more. Stylish design with padded straps offers comfortable portability for the modern woman on-the-go.",F,
b438ff91-d7cc-461b-b7fb-951d195e32bb,80,accessories,backpack,Stylish Faux Leather Backpack,"This chic, durable backpack with faux leather accents offers ample storage to carry your daily essentials in style. Adjustable straps provide a custom, comfortable fit for this on-trend accessory.",F,True
d2d5b3ba-8e15-4161-b50a-e56869e20eb2,85,accessories,backpack,Sleek Black Backpack for Urban Adventure,"Expertly crafted black backpack built for the urban explorer, featuring multiple compartments and padded laptop sleeve to keep essentials organized. Sleek, sophisticated style and ergonomic design provide fashionable function.",M,
bb7d8938-2183-4556-a6af-c3761c094711,133,accessories,backpack,Sleek Yellow Backpack for Modern Men,Stay organized in sleek style with the Yellown men's backpack. This durable polyester bag keeps your belongings safe in multiple padded compartments while its vibrant yellow color and modern design add flair to your everyday looks.,M,True
ccf64e5d-bee5-438a-99b7-14d8cf33596a,151,accessories,backpack,Rugged Olive Pack for Autumn Trekking,"This rugged dark olive backpack for men is perfect for autumn adventures with its sleek, earthy design and durable construction to keep your gear protected across all your fall excursions.",M,
77165ec4-e965-47b2-adbc-5d0e519c00ed,115,accessories,backpack,Rugged Explorer Backpack,Rugged dark slate gray backpack built for adventure with multiple compartments to organize gear. Padded for comfort and made with durable fabric for exploring the outdoors in style.,M,True
a6d169a8-4d21-4cb3-b04a-ba3c978b6009,151,accessories,backpack,Adventure Backpack - Packed for Any Journey,"Expertly crafted for adventure, this versatile pale gray backpack keeps essentials organized with multiple compartments and clever details like a laptop sleeve. Durable and portable, it's built for comfort on trips near or far.",M,
2c27752b-8194-489f-96fa-be356fd811e0,105,accessories,backpack,Adventurous Dark Gray Explorer Backpack,"Built for adventure, this rugged dark gray backpack keeps your gear organized with a large main compartment and front zippered pocket. Water-resistant and comfortable, it's a versatile companion for hiking remote trails or navigating city streets.",M,
84d6c26d-9760-49d8-854b-0a22becd8241,100,accessories,backpack,Slate Pack - Rugged Outdoor Backpack,This rugged dark slate gray backpack keeps your gear organized with ample storage space and comfortable padded straps - a versatile outdoor and travel companion built to endure daily adventures.,M,
f95a0ee3-8ab6-4061-bef2-3578c6b5b7f0,99,accessories,backpack,Durable Black Hiking Backpack,"This versatile black backpack is perfect for any outdoor adventure. With durable, water-resistant materials and plenty of storage, it keeps your gear organized and ready for hiking, camping, travel, or daily commuting. The comfortable design makes it easy to carry everything you need.",M,
01b24cde-af53-4629-b7f0-0965f795b870,96,accessories,backpack,Rugged Waterproof Backpack for Outdoor Adventures,"The rugged Sienna backpack keeps your gear dry and protected with water-resistant fabric, padded straps for comfort, and secure zippers to safely organize everything you need on outdoor adventures or daily commutes.",M,
d062cb1b-09de-4b7f-bfd3-b0136c87266b,120,accessories,backpack,Rugged Khaki Backpack for Outdoor Adventures,"Explore the outdoors in rugged style with this durable dark khaki canvas backpack for men. Roomy and versatile with multiple compartments, padded straps, and sternum support, it's built for adventure.",M,
f9a481fc-b635-416b-83da-ea944f206a6d,127,accessories,backpack,Adventurer's Durable Expedition Backpack,This durable black backpack has multiple compartments to organize your gear. Padded straps ensure comfort and a roomy interior fits laptops and more - the perfect accessory for adventurers on any expedition.,M,
b78718ce-5f0a-4f39-8eb0-56de026b4870,147,accessories,backpack,Rugged Slate Backpack for Outdoor Adventure,"This rugged dark slate gray backpack is the perfect outdoor accessory for men. With multiple pockets and a spacious interior, it keeps your gear organized for any adventure. Durable and stylish.",M,
95a38ced-a972-4e9f-b54d-fbd109ad956e,135,accessories,backpack,Rugged Olive Leather Pack,"Expertly crafted dark olive leather backpack built for adventure and organized storage with durable water-resistant construction, leather accents, and padded adjustable straps for all-day comfort.",M,
437f3c6b-5fe6-4af0-9db6-ff3a0f44f585,88,accessories,backpack,Rugged Gray Backpack for Outdoor Adventure,"Rugged slate gray backpack built for outdoor adventure with water-resistant fabric, padded straps and multiple compartments to keep your hiking gear organized and protected on the trails.",M,
fdf9d37f-2115-4004-99f2-0d56f8e5d016,142,accessories,backpack,Rugged Leather Backpack for Men,"This full-grain leather backpack is a sophisticated and functional accessory for men, offering ample storage and durability for daily use in a stylish, premium design.",M,
b535e4ad-3f3c-4b05-9715-9dc7077239de,127,accessories,backpack,Sleek Gray Pack for Jetsetting,The perfect travel companion - this stylish and lightweight gainsboro backpack keeps your essentials organized with multiple pockets and compartments. Padded for comfort and made to last.,Any,True
2cc89e77-685d-423c-80a9-82e07ea13b7c,83,accessories,backpack,Sleek Dark Gray Travel Backpack,"This versatile dark slate gray backpack blends style and function with its sleek silhouette, durable water-resistant fabric, and conveniently organized multi-compartment design - the perfect travel companion for your next adventure.",Any,True
5c010bac-31a6-4ff3-9557-2f5e20b509cc,83,accessories,backpack,Rugged Leather Backpack,"Expertly crafted from fine leather, this versatile backpack offers sophisticated style and organized storage for daily essentials. Durable, convenient, and comfortable, it's the perfect accessory for the stylish, modern adventurer.",Any,
81bde330-051f-4db6-96c7-886dda3171b3,133,accessories,backpack,Slate Pack - Roomy & Refined,"This durable slate gray travel backpack features multiple pockets and compartments to keep your essentials organized. Its dark, sophisticated color and padded straps provide comfort and style for daily commutes or weekend adventures.",Any,
6819350e-987d-4b87-9132-6aa5ca256e9d,92,accessories,backpack,Rustic Tan Backpack for Adventure,"The Burlywood Backpack has a minimalist design and multiple storage compartments to keep you organized. This lightweight, durable polyester travel accessory features padded straps for comfort.",Any,
3cd33786-a655-407f-b22f-c4150b1e529e,86,accessories,backpack,Sleek Teal Travel Backpack,"This sleek, teal backpack has multiple compartments to keep you organized with padded straps for comfortable travel. Roomy interior fits overnight essentials while front pocket stashes small items for quick access.",Any,
a3ad25e8-c9c3-459a-a853-c26a0ad837eb,134,accessories,backpack,Sleek Gainsboro Backpack for Style & Storage,Style and function unite in this fashionable gainsboro polyester backpack. Spacious main compartment and multiple pockets keep essentials organized. Padded shoulder straps ensure comfortable all-day wear.,Any,True
90946422-31ea-4dd1-8651-a9e3a122bcf6,128,accessories,backpack,Sleek Gray Everyday Backpack,"This versatile slate gray backpack blends timeless style and performance. Its durable polyester exterior and multiple pockets keep your essentials organized and protected, while padded straps ensure comfortable all-day wear.",Any,
d9d3351f-1fdb-4ba7-b757-55f18a1a2dc0,121,accessories,backpack,Spacious White Backpack for Everyday,This stylish white backpack keeps your gear organized with multiple storage compartments. Its lightweight design and adjustable straps provide comfort for daily use. The stain-resistant fabric and minimalist look make it a versatile accessory.,Any,True
0d748c4b-8fae-47e7-80f5-bfbae8c4c2f1,112,accessories,backpack,Sleek Black Travel Backpack,"The Black Travel Backpack from Acme is a versatile, durable, and spacious accessory perfect for keeping essentials organized on the go. Its minimalist black design pairs easily with any outfit while the padded straps provide comfortable carrying.",Any,True
d0062fa5-02b3-4c94-be9f-2fdafa7cde2d,146,accessories,backpack,Sleek Gray Canvas Backpack,"Stylish muted gray cotton canvas backpack with spacious main compartment, front zip pocket, padded straps and back panel. Durable versatile neutral accessory keeps belongings organized on the go.",Any,
8b93bc57-62ca-4c6f-a83a-c527da84f224,133,accessories,backpack,Rustic Explorer Backpack,The perfect travel companion - this stylish burlywood backpack keeps your belongings organized with multiple compartments and padded straps for comfortable carrying. A must-have accessory for the savvy traveler.,Any,
9f6d63f4-6fd0-4c31-89b6-fffd6aedcce2,80,accessories,backpack,Sleek Black Backpack,"This versatile black backpack with padded straps is the perfect accessory to carry your essentials in style. Durable and stylish, it has ample storage for books, laptops and more.",Any,
c6f84710-d744-462e-970a-9fdf9352f64b,137,accessories,backpack,Rugged Olive Backpack,"This stylish dark olive backpack made of durable fabric offers fashion and function with its earthy color, roomy interior, and handy organization pockets.",Any,
73d9a14d-0fa0-44ca-b367-e4f9af3986ed,83,accessories,backpack,Sleek Black Travel Backpack,"The Black Travel Backpack is a sleek, versatile bag perfect for travelers. Its spacious interior and multiple pockets keep essentials organized. Durable and comfortable, this minimalist polyester backpack suits overnight trips, commuting, school, hiking, and everyday use.",Any,
d5999799-b6c1-45cf-8d5a-eaa8406a5409,121,accessories,backpack,Stylish Blue Backpack - Store in Style,"This stylish, durable blue backpack keeps your belongings organized with multiple storage compartments, padded straps for comfort, and sturdy fabric and zippers built to withstand daily use. The perfect accessory for students and professionals.",Any,
8325cf2c-2158-4b9b-ab7a-d55e072e9ce6,91,accessories,backpack,Sleek Gray Travel Backpack,"Expertly crafted for the sophisticated traveler, this durable slate gray backpack offers ample storage with multiple compartments to keep essentials organized and secure while on the go.",Any,True
3efb5bf2-b419-43b9-9b1f-78a6aa6fc2b7,81,accessories,bag,Stylish Black Bag for Any Occasion,This stylish black bag is a versatile accessory for any occasion. Spacious interior and adjustable strap provide custom comfort. Quality materials offer unmatched durability for chic style and everyday organization.,F,
e0b421f5-481e-4766-847d-474ee9228729,79,accessories,bag,Stylish Black Crossbody Bag,"This versatile black crossbody bag is crafted with quality materials and a timeless silhouette, offering ample interior storage and stylish versatility perfect for work, travel, or nights out.",F,
7e06b209-80dc-493d-a8a8-e4e20ffbe63b,110,accessories,bag,Stylish Blue Striped Tote,"This chic blue striped tote bag is the perfect stylish accessory for any woman. With ample storage space and an adjustable strap, it's ideal for work, travel, or everyday use.",F,
e75111c1-1770-4bfe-aa5f-60b72612e8a9,120,accessories,bag,Stylish Black Leather Handbag,"This sleek, sophisticated handbag in premium black leather is both fashionable and functional with ample storage. The perfect versatile accessory for work or play.",F,
c1df3910-d085-48d3-8eb1-2225c6b81159,125,accessories,bag,Stylish Leather Tote,"Expertly crafted leather tote - a timeless, versatile accessory that elevates any outfit. Roomy interior fits daily essentials. Sophisticated style complements casual and formal wear.",F,
1ce4a083-d8cc-49c9-9708-9bc966f478f8,93,accessories,bag,Stylish Maroon Leather Shoulder Bag,Expertly crafted maroon leather shoulder bag offers versatile styling from day to night. Premium design carries daily essentials with ease while complementing any outfit with a pop of color.,F,
28c14c06-d947-44d0-96f8-dc2113845e4c,88,accessories,bag,Sleek Dark Blue Leather Bag,"Expertly crafted from rich, dark blue leather, this versatile bag features a sleek silhouette and spacious interior to elegantly carry your daily essentials. A timeless accessory for any occasion.",F,
e905caf8-8265-4dbd-9bf3-6c25dedfcc51,92,accessories,bag,Stylish Gray Bag for Everyday,"This light gray bag offers chic style and versatile functionality for everyday use. With durable design, multiple pockets for organization, and adjustable strap for comfort, it elevates any outfit while keeping belongings secure. The perfect accessory for work, travel, or everyday fashion.",F,
94a0ad41-8b19-4ecb-b0d7-33704e2d4421,87,accessories,bag,Stylish Canvas Leather Bag,"This stylish and versatile canvas leather bag features a spacious interior and multiple pockets to keep you organized. With adjustable straps for comfortable carrying, this sophisticated accessory will elevate any outfit.",F,
31c2c0cc-5b0a-4773-bf47-4a63125c48a1,140,accessories,bag,Rustic Tan Crossbody Purse,This chic and versatile tan crossbody bag is expertly crafted with quality materials and thoughtful details. A timeless neutral accessory to elevate any outfit.,F,
c102c29e-ed5a-4b27-b2ec-1a4001e6757e,85,accessories,bag,Sleek Black Laptop Bag for Work and Play,This minimalist black laptop bag combines durability and versatility. Its multiple compartments keep your belongings organized while the sleek design transitions effortlessly between casual and professional settings.,M,
58c0ca95-b1ff-4cd4-a7c2-2ea2ce714ad4,128,accessories,bag,Stylish Pop of Color Men's Bag,"This versatile orange bag for men keeps belongings organized with multiple pockets while adding a stylish pop of color to any outfit. Expertly crafted from durable materials, it's the perfect accessory for work, travel, or everyday adventures.",M,True
4743a2b1-89a1-42c2-bd95-fe6feb8befea,109,accessories,bag,Sleek Leather Messenger for Men,"Expertly crafted black leather messenger bag with spacious interior to carry daily essentials. Sleek, timeless design complements any outfit. Padded shoulder strap and interior pockets keep you comfortable and organized.",M,True
78770acc-562f-42a9-89fb-22bf5b6b60a2,116,accessories,bag,Rugged Leather Messenger for Men,"This vintage leather messenger bag blends timeless style and rugged durability for the modern man on the move. With ample storage and handsome full-grain leather, it's built to last from the office to the weekend.",M,
55763c45-6051-4fff-ae04-495c0fafa8ff,127,accessories,bag,Stylish Leather Crossbody for Men,"Expertly crafted from fine leather, this versatile crossbody bag keeps you organized with handy compartments while lending sophisticated style to your look. Durable and timeless, it's the perfect accessory for work and travel.",M,
fd4829c9-5c51-49a1-ac9f-1d316506a75f,115,accessories,bag,The Essential Bag for Men,"Expertly crafted sienna leather bag with spacious interior and multiple pockets to keep essentials organized. Durable, versatile design and padded strap provide unmatched comfort and style for work or leisure.",M,True
cb12324e-4a35-4c97-a5ec-b14424bb1570,90,accessories,bag,Rustic Orange Messenger for Men,"Crafted with quality materials, this sleek Peru-orange messenger bag offers a spacious interior to carry daily essentials in style. Its durable construction and adjustable strap provide both fashion and function for the modern man on-the-go.",M,
2106dc3a-b8b7-4059-bc3e-fe30bc6f0f86,114,accessories,bag,Sleek Blue Bag for Modern Men,"Expertly crafted with durable fabric, this sleek blue accessory bag keeps essentials organized with minimalist style. The versatile design complements any look, making it the perfect modern accessory for today's on-the-go man.",M,
5a9e66ed-32c5-461e-a4b0-a56948c3235b,97,accessories,bag,Stylish Leather Multi-Pocket Bag,"This leather bag blends timeless style and handy organization. Designed with multiple pockets and a roomy interior, it keeps essentials in order while complementing any outfit.",Any,
3d882b22-847d-4d7f-9a74-3bd290db95c2,115,accessories,bag,The Perfect Purse,"The Sienna everyday bag is a versatile, lightweight accessory with ample storage to keep essentials organized. Crafted with premium materials, it transitions seamlessly from work to weekend with its sleek, compact design and adjustable strap.",Any,
6b81a807-d7eb-41b5-8e6e-887455775c38,119,accessories,bag,Stylish Canvas Tote Bag,The Canvas Everyday Bag is a versatile and practical canvas accessory with ample storage to carry your daily essentials in classic style.,Any,
7c9d829a-08c6-42fc-a211-02ddaacb2485,85,accessories,belt,Stylish Leather Belt for Her,"Introducing the Modish Leather Belt, a sleek and stylish accessory that adds modern flair to any outfit. Expertly crafted from quality leather with a polished buckle, this versatile belt complements both casual and formal looks. An elegant wardrobe essential for the fashion-forward woman.",F,
e2c8393e-2109-4a91-966f-f30274d0515d,75,accessories,belt,Stylish Leather Belt for Her,Sleek high-quality leather belt with elegant buckle closure. Versatile and fashionable accessory complements both casual and dressy outfits. Durable neutral-toned leather will stay stylish for seasons. Subtle sophistication and comfort in one wardrobe-staple accessory.,F,True
b31c2063-c802-4ceb-a77a-0cab15cf99ee,90,accessories,belt,Stylish Brand Leather Belt,"Expertly crafted premium leather belt from Brand defines your silhouette. Sleek, modern styling with buckle closure creates a flattering, customizable fit for any outfit. An elegant wardrobe essential.",F,
af7da9e1-844a-4c9a-8277-0127feda35b4,84,accessories,belt,Stylish Leather Belt for Any Outfit,"Expertly crafted leather belt with polished buckle cinches and flatters. Versatile accessory transitions effortlessly from day to night. Stylish, fashionable staple complements any outfit.",F,True
55b3f4ff-7a92-4ad7-bc1b-59c98c23c6d9,88,accessories,belt,Sleek Swell Belt Accents Waist,"The Swell Belt accentuates your waistline with its slender and sleek design. Perfect for both casual and formal wear, this versatile women's belt complements any outfit effortlessly.",F,
622eb4e4-4bb9-4099-bd1b-3d64b715a92e,52,accessories,belt,Edgy Studded Faux Leather Belt,This edgy faux leather belt features bold pyramid studs down the length for a rocker vibe. Pair with casual or dressy outfits to make a stylish statement.,F,
93b383f7-44ca-4543-866a-a7a3953ff989,56,accessories,belt,Sleek Cinching Style Belt,"The Spiffy Belt cinches waists with chic style. Crafted from quality materials, this versatile accessory pairs effortlessly with any outfit for a polished, pulled-together look.",F,
1f730c26-3e59-41f3-b031-e054a137ee93,96,accessories,belt,Stylish Leather Belt for Her,"Expertly crafted slim leather belt with polished metal buckle effortlessly cinches waist for a bold, stylish look. This versatile accessory pulls any outfit together for a fashionable, put-together appearance.",F,
8b2a170c-e2e9-4d94-ae1a-994114ac11a5,68,accessories,belt,Sleek Neutral Belt Elevates Any Outfit,"Elevate your style with this sleek, neutral belt by [brand]. Crafted from quality materials with shiny hardware, this lightweight accessory polishes any outfit from casual to dressy with modern flair.",F,
025ec8a0-0358-494f-a51a-065f090e84f8,76,accessories,belt,Sleek Leather Belt Elevates Any Outfit,"This sleek, high-quality leather belt flatters any figure with its polished buckle and smooth design. An elegant wardrobe essential for any occasion, this versatile accessory transitions effortlessly from day to night.",F,
e2babef4-5219-4b68-9fcc-9806ef1dffb1,34,accessories,belt,Funky Retro Beaded Belt,"Make a bold retro statement with this shimmery 1970s-inspired elastic belt, embellished with colorful beads and sequins. Fits waist sizes 28-44"".",F,
9c05f815-7ecf-4054-9132-7f47455d3a43,26,accessories,belt,Stylish Cinched Waist Belt,"Define your waist and complete any look with the Swell Belt. This versatile high-quality cinched accessory features a sleek polished buckle for a stylish, flattering silhouette whether dressing up or down.",F,True
07441beb-9b1a-4c25-b302-2f11362cff86,43,accessories,belt,Slim Buckled Statement Belt,Make a sleek statement with the Supercool Belt. This slim buckled belt accentuates curves and keeps clothes comfortably in place while adding a stylish flair to any outfit.,F,
84d2c523-4a9e-4c4a-9104-9d858cc0e30b,37,accessories,belt,Stylish Faux Leather Belt,"This faux leather belt adds chic style to any outfit with its funky fashionable design and slim, adjustable fit. Available in exciting colors, it's the perfect accessory to make a statement day or night.",F,
7c465a98-18f5-4049-81b8-3db28750ce8f,30,accessories,belt,Sleek Neutral Belt Elevates Any Outfit,"Elevate your style with this sleek, lightweight neutral belt featuring a classic buckle closure. An essential accessory crafted from quality materials to complement any look for the fashion-forward woman.",F,
022b3ccd-1566-4bdd-800f-bf7afb7951b2,92,accessories,belt,Stylish Leather Belt Elevates Any Outfit,"Sleek, high-quality leather belt with polished metal buckle effortlessly dresses up any outfit. Versatile accessory adds subtle sophistication to jeans, tees, and dresses for a chic, put-together look.",F,
3225baba-d5ea-44a5-a8d5-d0e015059709,61,accessories,belt,Sleek Leather Belt Elegantly Cinches,"Expertly crafted from smooth leather, this chic belt for women features a sleek buckle and elegant shape to cinch your waist. The versatile accessory adds subtle sophistication to any outfit.",F,
1edd4314-82f8-4459-9049-b55377cc1ded,93,accessories,belt,Stylish Waist-Cinching Belt,"Stylish Spiffy Belt - Elevate your look with this sleek and versatile belt. Crafted with quality materials in a timeless design, it cinches the waist for a flattering silhouette. The perfect finishing accessory for any outfit.",F,
b105252a-e06c-413a-a635-b911fc3c4033,47,accessories,belt,Sleek Waist-Cinching Belt for Polished Style,"Sleek and stylish, this chic waist-cinching belt accentuates your figure for a polished, put-together look. Perfect for pairing with any outfit, our premium belt adds a subtle flair for confidence and style.",F,
16842055-6a51-443b-843c-51bc85dee353,26,accessories,belt,Stylish Accessory Belt for Women,"The Cool Belt's sleek, lightweight design adds stylish flair to any woman's outfit. This must-have accessory comes in on-trend colors to complement your look. Crafted from quality materials for long-lasting comfort and style.",F,
8ebed2f4-c0c0-4dc7-9875-1836502f2eb3,42,accessories,belt,Fun Print Stretch Belt,"Stand out in our Groovy Patterned Stretch Belt. This eye-catching accessory features a wide elasticated band with a vibrant, fun print to add flair to any outfit. Perfect for both casual and dressy looks.",F,
6cae2ce6-9fae-4eff-a26e-f483ff6aead6,45,accessories,belt,Sleek Neutral Belt Elevates Any Outfit,"Elevate your outfit with this sleek, versatile belt! The Cool Neutral Belt's lightweight design and neutral color complement any look. Its quality construction ensures long-lasting shape retention. This chic accessory makes the perfect finishing touch for work, nights out, or weekends.",F,True
40661057-b318-4fc9-bf00-8a1ab1b3c3cb,40,accessories,belt,Stylish Studded Faux Leather Belt,Make a stylish statement with this eye-catching stretch faux leather belt featuring shiny silver studs. An adjustable essential that complements any outfit.,F,True
ac841c3e-6a9d-42d3-8b1a-5465380c2af2,82,accessories,belt,Sleek Black Faux Leather Belt,Exquisitely crafted black faux leather belt featuring a sleek slim profile and polished metal buckle. An essential accessory to effortlessly pull together any look with sophisticated style.,F,
f42e5d43-3131-41be-b71c-7d809a998104,65,accessories,belt,Sleek Leather Belt with Attitude,"This stylish leather belt with polished buckle cinches your waist and adds flair to any outfit. Sophisticated yet edgy, it complements both dressy and casual looks with a touch of attitude.",F,
49ac9399-751f-451d-a21c-5d8b6f29354f,91,accessories,belt,Sleek Leather Belt Elevates Style,"The Dapper Leather Belt effortlessly elevates any outfit with its sleek, timeless style. Expertly crafted from fine leather, this versatile accessory features a polished metal buckle for a refined finish.",M,
8c0c6d20-14f1-4387-a77b-662580d36cf2,88,accessories,belt,"Sleek Leather Belt, Sophisticated Style","The Dapper Leather Belt adds sophisticated style to any outfit with its sleek, polished buckle and fine leather design. This versatile wardrobe essential promises durability and timeless refinement.",M,
d4cf35dd-b543-4b4f-9efb-c2de473c3fed,61,accessories,belt,Sleek Leather Belt Elevates Style,"The Swell Leather Belt effortlessly elevates any outfit with its sleek, sophisticated style. Expertly crafted from fine leather and polished metal, this versatile accessory perfects your look whether dressing up or down. A timeless wardrobe essential for the modern man.",M,
c6dd0909-46f3-4cf9-a059-fbdff93198dd,57,accessories,belt,Slim Buckle Accent Belt,"This versatile, high-quality hip belt cinches your waist and adds flair to any outfit. With an adjustable strap and durable buckle, it provides a customized, stylish fit for casual and formal attire alike.",M,True
3eba60d7-fbde-4f4d-bb3a-30df62057fe0,65,accessories,belt,"Sleek Leather Belt, Sophisticated Style","Sleek, minimalist black or brown leather belt with adjustable polished metal buckle. Versatile accessory complements any style, from casual to formal. Premium construction, comfort, and timeless sophistication.",M,
65921948-81ea-4075-8649-4c9de10f5525,59,accessories,belt,Sleek Leather Belt for Enduring Style,"Expertly crafted from high-quality leather, this sleek and versatile belt features a classic buckle that adds polished flair to any outfit. An essential accessory designed for durability, sophistication, and enduring style.",M,
083c4c20-48c3-4610-b3f1-405602408f15,31,accessories,belt,Stylish Reversible Paisley Belt,Make a bold fashion statement with this stylish reversible paisley and black leather belt featuring an adjustable buckle closure and quality construction for long-lasting durability and versatility.,M,True
f1eb9d5b-94d8-4c3d-bf0b-3cad66c5f58e,86,accessories,belt,Stylish Fashionable Belt Elevates Outfits,"This stylish and fashionable belt offers subtle sophistication with quality construction to elevate any outfit, whether dressing up for work or accessorizing a casual weekend look.",M,
f1afa8b2-52d9-4488-84de-30875c2c9198,56,accessories,belt,Stylish Leather Belt for Men,"Expertly crafted from high-quality leather, this sleek and versatile belt features a polished metal buckle that adds subtle sophistication to any outfit. An elevated essential for everyday wear.",M,
fcb6244e-d745-41cc-b364-961cc301e36e,90,accessories,belt,Sleek Leather Belt for Refined Style,Expertly crafted premium leather belt with classic buckle for timeless style. Versatile accessory pairs perfectly with casual or formal attire. Adjustable for a custom fit and all-day comfort.,M,True
e6a872ab-6a79-4703-9148-1efdca2289e5,78,accessories,belt,Stylish Reversible Paisley Belt,Make a stylish statement with this reversible leather belt featuring a funky paisley print on one side and sleek black on the reverse. The adjustable metal buckle ensures a perfect fit for any occasion.,M,
9f87cbe4-07dc-4540-ad1d-693ea0c27045,94,accessories,belt,Stylish Leather Belt for Men,"Expertly crafted from rich leather, this sleek and stylish belt features a classic buckle design and subtle textured details for a luxurious, sophisticated look. An essential accessory for any wardrobe.",M,
23b9529f-e42b-4546-8066-36771aa9ee1a,65,accessories,belt,Stylish Leather Belt for Any Outfit,This fashionable leather belt features sleek styling and quality construction for a versatile accessory to elevate any outfit. Its timeless look dresses up casual wear or adds polish to formal attire.,M,
c3801e4e-9cdf-4ca8-80ec-7c7ce09a84fa,104,accessories,glasses,Stylish Tinted Glasses for Women,"Make a stylish statement with these sleek, lightweight women's glasses featuring a modern design, tinted lenses, and UV protection for fashionable flair and function. The perfect accessory for work or weekends!",F,True
75edcc32-739d-4f67-aa1b-167ccb734c48,132,accessories,glasses,Stylish Cat-Eye Glasses for Her,Sophisticated cat-eye glasses featuring lightweight durable frames and flattering shape to accentuate your best features. Expertly crafted lenses provide crisp clear vision in these versatile fashionable accessories that add a touch of chic style to any outfit.,F,True
